Property ID,Region,Province,District,Locality,PostalCode,Street,Price,PriceType,PropertyType,PropertySubtype,BedroomCount,LivingArea,KitchenType,Furnished,Open_fire,SwimmingPool,Terrace_Area,Garden_Area,FacadeCount,FloorCount,ConstructionYear,StateBuilding,LandWidth,LandSurface,EPCScore,ScrapedURL,HasTerrace,HasGarden
20199414,Brussels,Brussels,Brussels,Bruxelles 2,1020,Rue Ernest Salu 18,275000,residential_sale,APARTMENT,GROUND_FLOOR,2.0,95.0,INSTALLED,0,0,0,13.0,120.0,2.0,3.0,1965.0,,,,G,https://www.immoweb.be/en/classified/ground-floor/for-sale/bruxelles-2/1020/20199414,1,1
20199446,Brussels,Brussels,Brussels,Bruxelles,1040,,645000,residential_sale,APARTMENT,APARTMENT,3.0,170.0,INSTALLED,0,0,0,15.0,,2.0,6.0,1937.0,TO_RENOVATE,,,G,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1040/20199446,1,0
20186057,Brussels,Brussels,Brussels,Saint-Gilles,1060,,175000,residential_sale,APARTMENT,APARTMENT,2.0,105.0,,0,0,0,2.0,,2.0,3.0,,TO_RENOVATE,,,G,https://www.immoweb.be/en/classified/apartment/for-sale/saint-gilles/1060/20186057,1,0
20199331,Brussels,Brussels,Brussels,SAINT-JOSSE-TEN-NOODE,1210,Rue Marie-Thérèse,630000,residential_sale,APARTMENT,APARTMENT,2.0,145.0,INSTALLED,0,0,0,,60.0,2.0,3.0,1866.0,,,,D,https://www.immoweb.be/en/classified/apartment/for-sale/saint-josse-ten-noode/1210/20199331,0,1
20199300,Brussels,Brussels,Brussels,MOLENBEEK-SAINT-JEAN,1080,,235000,residential_sale,APARTMENT,APARTMENT,2.0,91.0,NOT_INSTALLED,0,0,0,2.0,,2.0,3.0,1974.0,GOOD,,,C,https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/20199300,1,0
20199381,Brussels,Brussels,Brussels,Bruxelles,1000,Avenue Houba de Strooper,179000,residential_sale,APARTMENT,APARTMENT,2.0,85.0,NOT_INSTALLED,0,0,0,3.0,,2.0,3.0,1935.0,TO_RENOVATE,,,G,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20199381,1,0
20199209,Brussels,Brussels,Brussels,Bruxelles,1000,Rue de Laeken,365000,residential_sale,APARTMENT,APARTMENT,2.0,84.0,HYPER_EQUIPPED,0,0,0,,,2.0,4.0,2007.0,GOOD,,,C,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20199209,0,0
20199265,Brussels,Brussels,Brussels,Watermael-Boitsfort,1170,Avenue du Martin-Pêcheur,299000,residential_sale,APARTMENT,APARTMENT,2.0,100.0,NOT_INSTALLED,0,0,0,16.0,,2.0,8.0,1979.0,GOOD,,,E,https://www.immoweb.be/en/classified/apartment/for-sale/watermael-boitsfort/1170/20199265,1,0
20199332,Brussels,Brussels,Brussels,BRUXELLES,1000,Rue Marie-Thérèse,630000,residential_sale,APARTMENT,APARTMENT,2.0,145.0,INSTALLED,0,0,0,,60.0,2.0,3.0,1866.0,,,,D,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20199332,0,1
20239702,Flanders,Antwerp,Antwerp,Borgerhout,2140,Luitenant Lippenslaan,219000,residential_sale,APARTMENT,APARTMENT,2.0,92.0,,0,0,0,6.0,,3.0,6.0,1966.0,GOOD,,,C,https://www.immoweb.be/en/classified/apartment/for-sale/borgerhout/2140/20239702,1,0
